url,id,region,province,locality,zip_code,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161108,11161108.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,475000.0,3.0,212.0,HYPER_EQUIPPED,,-1.0,1.0,22.0,1.0,242.0,0,2,,
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161107,11161107.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,399000.0,3.0,211.0,HYPER_EQUIPPED,,-1.0,1.0,22.0,1.0,242.0,0,2,,
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161106,11161106.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,479000.0,3.0,211.0,HYPER_EQUIPPED,,-1.0,1.0,24.0,1.0,242.0,0,2,,
https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11161105,11161105.0,3.0,East Flanders,Hofstade,9308,HOUSE,HOUSE,499000.0,3.0,216.0,HYPER_EQUIPPED,,-1.0,1.0,24.0,1.0,343.0,0,3,,
https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel/3270/11161104,11161104.0,3.0,Flemish Brabant,Scherpenheuvel,3270,HOUSE,HOUSE,349000.0,2.0,140.0,INSTALLED,,,,,,,875,,,
https://www.immoweb.be/en/classified/house/for-sale/lendelede/8860/11161103,11161103.0,3.0,West Flanders,Lendelede,8860,HOUSE,HOUSE,199500.0,3.0,137.0,INSTALLED,0.0,,1.0,,,,199,2,0.0,TO_RENOVATE
https://www.immoweb.be/en/classified/apartment/for-sale/schilde/2970/11116250,11116250.0,3.0,Antwerp,Schilde,2970,APARTMENT,APARTMENT,473000.0,2.0,177.0,INSTALLED,,-1.0,1.0,,,,,2,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/11067032,11067032.0,3.0,Antwerp,Schilde,2970,HOUSE,HOUSE,425000.0,3.0,158.0,INSTALLED,,-1.0,1.0,20.0,1.0,280.0,300,4,,GOOD
https://www.immoweb.be/en/classified/apartment/for-sale/broechem/2520/11161101,11161101.0,3.0,Antwerp,BROECHEM,2520,APARTMENT,APARTMENT,320000.0,2.0,120.0,INSTALLED,,-1.0,1.0,5.0,,,,3,,GOOD
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/11161097,11161097.0,2.0,Liège,ENGIS,4480,HOUSE,HOUSE,239000.0,3.0,110.0,SEMI_EQUIPPED,,-1.0,,,,,0,,,GOOD
